date;RefSt;Sensor_O3;Temp;RelHum
09/07/2017 8:00;27.0;44.97;25.8;31.97
09/07/2017 8:30;40.0;60.5807;28.38;30.66
09/07/2017 9:00;51.0;96.224;29.7;29.83
09/07/2017 9:30;68.0;178.6997;30.93;29.3
09/07/2017 10:00;90.0;278.18;31.83;29.0
09/07/2017 10:30;89.0;270.7317;30.67;29.37
09/07/2017 11:00;89.0;355.71;28.0;31.0
09/07/2017 11:30;96.0;308.3839;29.46;30.14
09/07/2017 12:00;99.0;339.8623;30.0;29.77
09/07/2017 12:30;106.0;368.3617;30.8;29.47
09/07/2017 13:00;113.0;409.8677;31.9;28.87
09/07/2017 13:30;117.0;466.7723;31.23;29.2
09/07/2017 14:00;121.0;468.8487;34.53;27.47
09/07/2017 14:30;120.0;475.9253;33.03;28.33
09/07/2017 15:00;116.0;457.1087;30.37;29.73
09/07/2017 15:30;107.0;392.37;29.23;30.0
09/07/2017 16:00;109.0;371.374;28.5;30.5
09/07/2017 16:30;107.0;353.505;28.17;30.83
09/07/2017 17:00;106.0;351.4673;27.9;31.0
09/07/2017 17:30;102.0;367.406;27.5;31.0
09/07/2017 18:00;101.0;369.1597;26.7;31.3
09/07/2017 18:30;90.0;326.3543;26.0;32.0
09/07/2017 19:00;83.0;284.32;26.07;31.93
09/07/2017 19:30;83.0;272.6757;26.37;31.57
09/07/2017 20:00;87.0;329.149;24.47;32.53
09/07/2017 20:30;86.0;328.1657;24.0;33.0
09/07/2017 21:00;81.0;316.7676;23.03;33.14
09/07/2017 21:30;82.0;334.0253;22.0;34.0
09/07/2017 22:00;81.0;333.748;22.0;34.0
09/07/2017 22:30;76.0;312.721;22.0;34.0
09/07/2017 23:00;62.0;178.3997;21.67;34.0
09/07/2017 23:30;54.0;173.1813;21.0;42.37
10/07/2017 0:00;51.0;130.853;21.0;46.67
10/07/2017 0:30;40.0;107.375;20.27;50.57
10/07/2017 1:00;25.0;84.2047;20.0;52.57
10/07/2017 1:30;26.0;67.769;19.6;55.23
10/07/2017 2:00;23.0;59.5757;19.0;59.9
10/07/2017 2:30;28.0;45.27;19.0;67.0
10/07/2017 3:00;14.0;43.6918;18.18;68.47
10/07/2017 3:30;16.0;41.5763;18.0;66.67
10/07/2017 4:00;15.0;43.242;18.0;67.83
10/07/2017 4:30;12.0;39.9137;18.0;68.53
10/07/2017 5:00;7.0;34.0177;18.0;70.0
10/07/2017 5:30;9.0;37.8963;17.87;68.6
10/07/2017 6:00;4.0;33.406;17.0;69.87
10/07/2017 6:30;7.0;32.4653;17.83;69.23
10/07/2017 7:00;5.0;29.7337;19.1;66.73
10/07/2017 7:30;8.0;32.1813;21.77;53.87
10/07/2017 8:00;12.0;34.447;24.87;38.5
10/07/2017 8:30;18.0;40.397;24.97;34.23
10/07/2017 9:00;29.0;58.361;24.0;43.73
10/07/2017 9:30;37.0;70.521;28.53;30.53
10/07/2017 10:00;49.0;111.421;29.63;29.9
10/07/2017 10:30;73.0;218.0813;29.83;29.93
10/07/2017 11:00;93.0;328.151;29.8;29.93
10/07/2017 11:30;105.0;403.154;30.23;29.77
10/07/2017 12:00;111.0;405.5017;30.93;29.27
10/07/2017 12:30;115.0;463.7797;29.5;30.0
10/07/2017 13:00;125.0;483.3033;30.53;29.63
10/07/2017 13:30;137.0;503.2887;32.57;28.47
10/07/2017 14:00;143.0;506.6453;34.37;27.63
10/07/2017 14:30;147.0;536.401;33.03;28.3
10/07/2017 15:00;145.0;530.2223;32.8;28.4
10/07/2017 15:30;139.0;507.6113;32.53;28.53
10/07/2017 16:00;142.0;501.3353;32.53;28.47
10/07/2017 16:30;141.0;485.0797;32.87;28.4
10/07/2017 17:00;141.0;488.7597;32.97;28.13
10/07/2017 17:30;141.0;480.9837;32.7;28.43
10/07/2017 18:00;138.0;456.927;31.93;29.0
10/07/2017 18:30;133.0;437.091;31.07;29.0
10/07/2017 19:00;129.0;425.089;30.57;29.5
10/07/2017 19:30;123.0;408.3183;30.0;30.0
10/07/2017 20:00;118.0;431.1043;28.33;30.73
10/07/2017 20:30;103.0;340.3772;26.34;31.79
10/07/2017 21:00;93.0;335.0727;25.43;32.5
10/07/2017 21:30;88.0;313.1983;24.47;36.53
10/07/2017 22:00;88.0;315.9633;24.0;42.2
10/07/2017 22:30;83.0;298.7033;23.37;34.27
10/07/2017 23:00;80.0;297.0897;22.73;34.1
10/07/2017 23:30;73.0;254.599;22.0;36.43
11/07/2017 0:00;68.0;223.365;21.6;40.63
11/07/2017 0:30;61.0;206.2057;21.0;47.97
11/07/2017 1:00;53.0;177.299;21.0;49.53
11/07/2017 1:30;44.0;131.684;20.5;51.6
11/07/2017 2:00;41.0;116.176;20.03;52.83
11/07/2017 2:30;36.0;77.62;20.0;54.0
11/07/2017 3:00;32.0;77.0312;19.76;54.0
11/07/2017 3:30;29.0;64.4023;19.0;54.0
11/07/2017 4:00;28.0;62.259;19.0;55.13
11/07/2017 4:30;18.0;42.5527;18.47;59.6
11/07/2017 5:00;22.0;43.668;18.0;64.53
11/07/2017 5:30;14.0;36.8083;18.0;65.1
11/07/2017 6:00;21.0;51.8383;18.0;61.7
11/07/2017 6:30;20.0;54.1103;18.0;60.37
11/07/2017 7:00;9.0;35.342;18.03;63.97
11/07/2017 7:30;12.0;34.066;19.67;62.63
11/07/2017 8:00;17.0;36.9497;21.37;50.97
11/07/2017 8:30;19.0;36.9113;21.07;48.0
11/07/2017 9:00;16.0;34.6548;21.69;47.21
11/07/2017 9:30;30.0;50.4517;26.3;32.47
11/07/2017 10:00;53.0;129.057;28.07;30.77
11/07/2017 10:30;64.0;176.1273;29.5;30.0
11/07/2017 11:00;82.0;264.744;28.97;30.33
11/07/2017 11:30;93.0;293.4457;30.0;30.0
11/07/2017 12:00;98.0;324.3003;30.97;29.33
11/07/2017 12:30;105.0;331.4983;31.7;28.87
11/07/2017 13:00;110.0;370.0773;33.3;28.03
11/07/2017 13:30;113.0;431.628;33.47;28.03
11/07/2017 14:00;117.0;400.8627;34.13;27.87
11/07/2017 14:30;119.0;423.7463;34.73;27.27
11/07/2017 15:00;124.0;436.2913;35.73;26.97
11/07/2017 15:30;128.0;446.7597;35.77;27.0
11/07/2017 16:00;134.0;471.4067;34.87;27.23
11/07/2017 16:30;146.0;477.872;34.03;27.73
11/07/2017 17:00;157.0;500.6677;33.83;27.97
11/07/2017 17:30;160.0;515.4677;33.33;28.1
11/07/2017 18:00;164.0;498.9;33.2;28.3
11/07/2017 18:30;159.0;436.4783;33.97;28.0
11/07/2017 19:00;115.0;315.0183;32.0;28.7
11/07/2017 19:30;104.0;312.0823;29.53;30.0
11/07/2017 20:00;94.0;285.994;28.33;30.67
11/07/2017 20:30;83.0;246.984;27.07;31.17
11/07/2017 21:00;82.0;259.1857;25.63;32.0
11/07/2017 21:30;82.0;271.6777;24.4;33.4
11/07/2017 22:00;82.0;272.5123;24.03;33.8
11/07/2017 22:30;75.0;245.5123;24.0;43.37
11/07/2017 23:00;69.0;216.5147;23.83;49.9
11/07/2017 23:30;63.0;191.2447;23.07;49.17
12/07/2017 0:00;63.0;184.3373;22.77;47.0
12/07/2017 0:30;54.0;146.1767;22.0;51.03
12/07/2017 1:00;48.0;101.13;21.67;49.07
12/07/2017 1:30;37.0;67.0507;21.0;49.97
12/07/2017 2:00;35.0;61.2277;21.0;51.97
12/07/2017 2:30;32.0;54.81;21.0;58.0
12/07/2017 3:00;30.0;52.2916;20.11;60.89
12/07/2017 3:30;27.0;49.128;20.0;57.6
12/07/2017 4:00;30.0;53.8417;20.0;54.27
12/07/2017 4:30;18.0;42.43;19.1;62.63
